Parameter,Count
"In my experience, I can depend on Colorado’s local and state government to be open and upfront with me as a small business owner.",1
"During last three years, did the following factor interfere with your business's ability to adapt to change? - Legislation/regulation that generated excessive burden -  Additional Text",1
Which elements of online/digital security are you currently implementing for the safety and health of your business? - Securely storing business documents on a cloud server,1
I am able to implement new technology solutions and programs successfully into my business operations (either myself or with assistance).,1
My company has decreased employee pay in the last 12 months.,1
business_zip_code,1
What would help make your business more resilient to changes and/or disruptions?,1
My company can easily get information about business assistance programs.,1
"Over the last 2 years, my company has received Federal funds and/or Grants, allowing my business to remain open. Without this support, we would have closed.",1
My local community has an urgent need for small businesses like mine to be successful.,1
How have your sales increased or decreased over the last year?,1
"During last three years, did the following factor interfere with your business's ability to adapt to change? - Legislation/regulation that generated excessive burden (please explain)",1
Which elements of online/digital security are you currently implementing for the safety and health of your business? Changing passwords every 3-6 months,1
"In 2021, did your business introduce new or significantly improved company processes regarding methods for producing goods?",1
What is your monthly spend for your website and digital solutions regarding customer growth?,1
veteran_status,2
To what degree was your business affected by shifting economic conditions in the last 12 months? Additional Text,1
My company receives advice/mentorship from external advisors (formal or informal).,1
Which elements of online/digital security are you currently implementing for the safety and health of your business? - Using anti-malware/virus software on all computers used for my business,1
12_month_revenue,2
My company often invests in online/digital security tools to protect company and customer data.,1
Which elements of online/digital security are you currently implementing for the safety and health of your business? - Making sure website has an HTTPS domain,1
My employees have access to affordable housing within a reasonable commute (within 30 minutes or 50 miles),1
"Among the local community with whom I work most every day, I feel there is a sense of camaraderie.",1
"Which elements of online/digital security are you currently implementing for the safety and health of your business? - Using online security software or plugins to secure my website, in addition to what is provided by website provider",1
I am feeling optimistic about the future of my business.,1
My company has increased employee pay in the last 12 months.,1
My company plans on hiring more people in the next 12 months.,1
"In 2021, did your business introduce new or significantly improved company processes regarding information and communication systems (including hardware, software and data processing)?",1
"During last three years, did the following factor interfere with your business's ability to adapt to change? - Too much competition in your market",1
My company can currently meet the demands of my customers.,1
birth_sex,2
"Right now, I see myself as being pretty successful.",1
education_level,2
Which elements of online/digital security are you currently implementing for the safety and health of your business? - Additional Text,1
"During last three years, did the following factor interfere with your business's ability to adapt to change? - Uncertain market demand for your business",1
"What is your monthly spend for your website and
digital solutions regarding Employee Recruitment?",1
To what degree was your business affected by shifting economic conditions in the last 12 months?,1
business_sector,2
"In 2021, did your business introduce new or significantly improved company processes regarding logistics, delivery or distribution methods?",1
"During last three years, did the following factor interfere with your business's ability to adapt to change? - Lack of skilled employees",1
Among the local community I can depend on people to help me if I need them.,1
"What is your monthly spend for your website and
digital solutions? Additional Text",1
"What is your monthly spend for your website and
digital solutions regarding Point of Sale Solutions?",1
number_of_fullTime_employees,1
My company would be able to continue to operate if there was another lockdown today.,1
I consider the people I work with in the local community to be my friends even outside of work.,1
"What is your monthly spend for your website and
digital solutions regarding Website Design and Maintenance?",1
"During last three years, did the following interfere with your business's ability to adapt to change? - Lack of access to external funding",1
disability_status,2
"I frequently seek new ways and avenues of growing my business (new delivery methods, new technology, etc.).",1
How do you currently measure the performance of your business?,1
"Right now, I expect things to work out for the best for my business.",1
My company receives good and timely information when regulations change.,1
"At the present time, I am enthusiastically pursuing my goals.",1
"In 2021, did your business introduce new or significantly improved company processes regarding marketing methods for promotion, packaging, pricing, product placement or after sales services?",1
"I am able to use multiple methods of marketing (email, social media, phone service) to engage/support my customers.",1
My employees have the necessary skillsets and knowledge required to make my business successful.,1
My company has had higher voluntary employee turnover (quitting) than normal in the last 12 months.,1
My customers have the resources and stability to continue buying my service / product.,1
race,3
"During last three years, did the following factor interfere with your business's ability to adapt to change? - Other (please explain)",1
"What is your monthly spend for your website and
digital solutions regarding Online/Digital Security?",1
"In 2021, did your business introduce new or significantly improved company processes regarding methods for providing services?",1
number_of_partTime_employees,1
What is your monthly spend for your website and digital solutions for other?,1
Which elements of online/digital security are you currently implementing for the safety and health of your business? - Using secure online banking,1
My company often uses and seeks new technology to assist and complete our work.,1
"If my primary method of serving my customers was disrupted, I could adapt and change my means of  customer delivery.",1
How has your profit increased or decreased over the last year?,1
My company communicates regularly with other businesses in the area similar to my own.,1
"What is your monthly spend for your website and
digital solutions regarding operational efficiency?",1
My employees have access to essential on the job education and training.,1
"In 2021, did your business introduce new or significantly improved company processes? Additional Text",1
"During last three years, did the following factor interfere with your business's ability to adapt to change? - Production costs too high",1
To get along in the local community I have to hide aspects of my identity that are important to me.,1
Which elements of online/digital security are you currently implementing for the safety and health of your business? - Backing up business data and information,1
"On important matters that impact the wellbeing of my business, I believe Colorado’s local and state government have high integrity.",1
My company has had higher involuntary employee turnover (termination due to economic hardship) than normal in the last 12 months.,1
"During last three years, did the following interfere with your business's ability to adapt to change? - Lack of internal funding",1
"During last three years, did the following factor interfere with your business's ability to adapt to change? - Difficulties in obtaining government grants or subsides",1
Which elements of online/digital security are you currently implementing for the safety and health of your business? - Using 2-factor authentication for online/digital services,1
age,5
There are lots of ways around any problem that I am facing now.,1
"My company’s current ability to meet customer needs is negatively impacted by external forces (e.g., suppliers, environmental).",1
I get constructive feedback about my business from the local community.,1
My company has enough cash on hand to meet my business needs for the next 12 months.,1
solicitorEntityId,1
solicitationAddress,1
solicitationState,1
solicitationNoticeType,1
solicitationCity,1
solicitationUsedPhoneNumber,1
solicitationZipCode,1
city_name,1
offense_name,2
incident_hour,2
incident_date,2
primary_county,1
agency_name,1
age_num,2
agency_type_name,1
offense_category_name,2
crime_against,2
length,5
rut,4
funCl,4
dlIdx,3
numLanes,4
cond,4
trafZ,4
iri,4
pTyp,4
fatg,4
hwy,4
dl,4
long,6
depth,4
nhs,4
mtcD,4
curve,4
crbk,4
envZ,4
mtcY,4
pGrp,4
dir,4
tran,4
Action Taken by The Governor,1
Title,4
Bill Number,3
Sponsors,1
Ballot Issue,1
Yes or No,1
Votes,13
Election,9
"Annual payroll ($1,000) (PAYANN)",1
Geographic Area Name (NAME),1
Year (YEAR),1
"First-quarter payroll ($1,000) (PAYQTR1)",1
Meaning of Legal form of organization code (LFO_LABEL),1
2017 NAICS code (NAICS2017),1
Number of employees (EMP),1
Number of establishments (ESTAB),1
Meaning of Employment size of establishments (EMPSZES_LABEL),1
Meaning of NAICS code (NAICS2017_LABEL),1
VACHU,7
GRADE_1_4,7
NONFAMHH,20
PCTOCC,7
PCT_RURHU,7
URBANHU,7
OCCHU,7
PCTHAW,7
MEDGRENT,7
NATIVE,7
MEDHHINC,7
CLASSFP00,4
POP_SF3,7
NAMELSAD00,5
NOTINSCH,7
PCTFOREIGN,7
MARCOUPFAM,7
AGELESS10,20
HHLDR_NALN,20
PCTNATIVE,7
HSGRAD_PL,7
PCTVAC,7
PRESCHOOL,20
PCT_HSPLUS,7
MEDFAMINC,7
PCTBLACK,7
COSBIDFP00,1
IN_POVERTY,7
OWN,7
PCT_PVRTY,7
UR00,5
PCTOWN,7
MEDCRENT,7
PCT_NODIPL,7
STATEFP00,7
MEDYRBLT,7
PCT_L10,7
KINDRGRTN,7
INTPTLAT00,7
MHHLDR_N_W,7
TTLPOP25PL,7
PCTASIAN,7
UNDERGRAD,20
TWOPLUS_NH,20
GEOIDCOUSU,1
AGELESS18,20
ENROLLED,20
PCT_65PL,7
FAMHH,7
GRADE_9_12,7
PCTNTVAM,7
GRADE_5_8,7
PCTRENT,7
COUNTYFP00,4
PCT_FEMALE,7
HOUSINGU,7
FUNCSTAT00,7
RURALHU,7
PCT_URBHU,7
MEDVAL,7
GRADSCH,7
PCTWHITE,7
PCTOTHER,7
RENT,7
PCTHISP,7
PERCAPINC,7
COUSUBFP00,1
PCT_TWOP,7
HAWPI_NH,20
INTPTLON00,7
NO_HS_DIPL,7
PVRTY_UNI,7
MTFCC00,7
OTH_FAM,7
FOREIGN,7
BACHL_HGHR,20
PCT_L18,7
HHLDRALONE,20
LSAD00,4
POP3PLUS,7
FHHLDR_N_H,7
NTV_AM_NH,7
PCT_BACHPL,7
HHLDS,7
totalfunctionalexpensesgrp_programservicesamt,1
totalfunctionalexpensesgrp_totalamt,1
pygrantsandsimilarpaidamt,1
cysalariescompempbnftpaidamt,1
totaljointcostsgrp_fundraisingamt,1
compensationprocessceoind,1
cytotalproffndrsngexpnsamt,1
totaljointcostsgrp_totalamt,1
pybenefitspaidtomembersamt,1
indivrcvdgreaterthan100kcnt,1
totaljointcostsgrp_programservicesamt,1
grantstodomesticorgsgrp_programservicesamt,1
pytotalexpensesamt,1
cybenefitspaidtomembersamt,1
compcurrentofcrdirectorsgrp_programservicesamt,1
pysalariescompempbnftpaidamt,1
pyotherexpensesamt,1
ein,10
pytotalproffndrsngexpnsamt,1
cytotalexpensesamt,1
jointcostsind,1
compensationprocessotherind,1
totaljointcostsgrp_managementandgeneralamt,1
grantstodomesticorgsgrp_totalamt,1
businessname1,9
pyrevenueslessexpensesamt,1
grantstodomesticindividualsgrp_programservicesamt,1
cyrevenueslessexpensesamt,1
cntrctrcvdgreaterthan100kcnt,1
foreigngrantsgrp_totalamt,1
compcurrentofcrdirectorsgrp_totalamt,1
totalfunctionalexpensesgrp_managementandgeneralamt,1
compcurrentofcrdirectorsgrp_managementandgeneralamt,1
cytotalfundraisingexpenseamt,1
taxyr,9
professionalfundraisingind,1
totalfunctionalexpensesgrp_fundraisingamt,1
businessname2,9
compcurrentofcrdirectorsgrp_fundraisingamt,1
cyotherexpensesamt,1
cygrantsandsimilarpaidamt,1
grantstodomesticindividualsgrp_totalamt,1
foreigngrantsgrp_programservicesamt,1
independentauditfinclstmtind,1
documentretentionpolicyind,1
consolidatedauditfinclstmtind,1
form990providedtogvrnbodyind,1
allstatescd,1
whistleblowerpolicyind,1
licensedstatescd,1
lobbyingactivitiesind,1
conflictofinterestpolicyind,1
missiondesc,1
CITY_CODE,2
AreaSqMile,1
Population,3
AreaAcres,2
CITY_NAME,6
DATE_END,1
DIR_NAME,1
board_dist,1
DATE_START,1
ethnicity,5
registrationStatus,1
institutionLevelId,3
recordCount,3
studentLevel,3
institutionName,3
ageDesc,3
registrationStatusId,1
institutionType,3
residencyId,3
residency,3
max,1
min,1
division,3
taxType,3
degreeLevel,2
institutionLevel,3
gisjoin,1
housing__1,4
pop1418,2
mhousing_1,4
geonum_1,1
mpop1014,4
PopChg1017,1
GEOIDBG,3
BKGPIDFP00,1
TRACT,8
BLKGRP,4
TRACTCE00,2
BLKGRPCE00,1
Long Range Goal (minutes),1
Actual (minutes),1
Anesthesia Complications,1
Abuse/Sex,1
Brain Injury,2
Burns,2
Neglect,2
Transfusion Error/Reaction,1
Diverted Drugs,2
Abuse/Verbal,2
Equipment Malfunction,1
Deaths,1
Spine Cord Injury,1
Abuse/Physical,2
misappropriation of property,1
Missing Resident/Person,1
TOTAL,1
Number of Returns,1
Gross Sales,1
Number of Retailers,1
Retail Sales,1
State Taxable Sales,1
Medical Blank Code,1
State Share of Retail Sales Tax	Blank Code,1
Retail Sales Tax,1
Retail Blank Code,1
Medical Sales Tax,1
State Share of Retail Sales Tax,1
Number of Patients,1
Percent of Patients,1
08 Advanced Count,1
08 % Proficient & Advanced,1
08 % Partially Proficient,1
07 Advanced Count,1
08 Partially Proficient Count,1
07 Proficient Count,1
07 Partially Proficient Count,1
Fall 07 % Free & Reduced Lunch,1
07 Total Count,1
07 % Not Scored,1
07 % Partially Proficient,1
08 Unsatisfactory Count,1
08 Not Scored Count,1
07 Unsatisfactory Count,1
07 % Proficient & Advanced,1
08 % Proficient,1
08 % Not Scored,1
07 % Advanced,1
08 Total Count,1
07 Not Scored Count,1
08 % Unsatisfactory,1
08 Proficient Count,1
07 % Unsatisfactory,1
08 % Advanced,1
07 % Proficient,1
TOLLTYPE,5
LENGTH_,17
HOVTYPE,6
UPDATEYR,15
GHI,1
Log Bottom,1
Elevation,4
Aquifer Picks,1
Well Name,2
Top Perforated Casing,3
Bottom Perforated Casing,3
Log Date,1
Log Type,1
Location Number,2
Base Of Grout,2
Log Top,1
Well Depth,3
Permit,3
COGCC API,1
Receipt,4
Elevation Accuracy,2
clientStatus,1
clientName,3
fiscalYear,6
runDate,11
ceoNames,1
lobbyistFirstName,11
clientCity,1
businessType,2
primaryLobbyistID,11
clientZip,3
clientPhone,1
lobbyistName,11
lobbyistLastName,11
industryTradeType,2
annualLobbyistRegistrationID,9
clientState,1
clientEndDate,1
lobbyistFirmName,7
clientAddress,1
lobbyistZip,11
clientBeginDate,1
offense_group,1
county_name,1
pub_agency_name,1
median,1
epctrelerr,1
empcount,1
indcodty,2
udpct,1
occcode,1
ratetydesc,1
pct10,1
indcodetitle,1
ratetype,1
udrnghipct,1
mean,1
panelcode,1
response,1
experience,1
udrnglopct,1
occodetydesc,1
wagesource,1
pct90,1
entrywg,1
udrngmean,1
pct25,1
wagesrdesc,1
udpctwage,1
codetitle,2
pct75,1
wpctrelerr,1
indcode,2
occodetype,1
Homeless Instances of Mobility,1
Category,7
Economically Disadvantaged Student Mobility Rate,1
Total Stable Pupil Count (All Students),1
Migrant Mobile Student Count,1
Total Mobile Student Count (All students),1
English Language Learners Pupil Count,1
Gifted & Talented Student Mobility Rate,1
Total Stability Rate (All Students),1
Total Pupil Count (All students),1
Gifted & Talented Stable Student Count,1
Homeless Mobile Student Count,1
Gifted & Talented Instances of Mobility,1
Migrant Mobility Incidence Rate,1
School Year,2
Economically Disadvantaged Mobility Incidence Rate,1
Org. Code,2
Students with Disabilities Mobile Student Count,1
Homeless Pupil Count,1
Title 1 Pupil Stability Rate,1
Economically Disadvantaged Mobile Student Count,1
Students with Disabilities Stable Student Count,1
Students with Disabilities Instances of Mobility,1
English Language Learners Stable Student Count,1
Students with Disabilities Mobility Incidence Rate,1
Title 1 Instances of Mobility,1
Homeless Stable Student Count,1
Title 1 Stable Student Count,1
English Language Learners Stability Rate,1
Total Mobility Incidence Rate (All students),1
English Language Learners Mobility Incidence Rate,1
Economically Disadvantaged Instances of Mobility,1
Migrant Student Mobility Rate,1
Homeless Stability Rate,1
Migrant Stability Rate,1
Economically Disadvantaged Pupil Count,1
Gifted & Talented Mobility Incidence Rate,1
Total Instances of Mobility (All students),1
Migrant Pupil Count,1
Economically Disadvantaged Stability Rate,1
English Language Learners Mobile Student Count,1
Title 1 Mobile Student Count,1
Gifted & Talented Pupil Count,1
Migrant Stable Student Count,1
Organization Name,4
Title 1 Pupil Count,1
English Language Learners Student Mobility Rate,1
Students with Disabilities Pupil Count,1
English Language Learners Instances of Mobility,1
Title 1 Student Mobility Rate,1
Homeless Student Mobility Rate,1
Gifted & Talented Stability Rate,1
Gifted & Talented Mobile Student Count,1
Students with Disabilities Student Mobility Rate,1
Homeless Mobility Incidence Rate,1
Migrant Instances of Mobility,1
Students with Disabilities Stability Rate,1
Total Student Mobility Rate (All students),1
Title 1 Mobility Incidence Rate,1
Economically Disadvantaged Stable Student Count,1
Reservoir Volume,1
Reservoir Temperature,1
Mean Electricity Generation Potential,1
Site Name,2
CREATE_DAT,1
UNIT_TYPE,1
ACCOUNT_NU,2
AREAID,2
UNITNUMBER,2
RESULT,1
LANDSQFT,1
SUBDIVISIO,4
OBJECTID_3,1
CREATE_USE,1
FULL_ADDRE,3
ZIP4,1
EXTENT,2
MAPNO,1
UPDATE_USE,1
OBJECTID_2,1
CLASSCD1_D,2
PREDIRECTI,1
CLASSCD2_D,2
RANGE,2
CODE_OLD,1
TAX_EXEMPT,2
TOWNSHIP,2
CITY_1,1
CREATE_MET,1
BUILDING_I,1
CLASSCD5_D,2
CAREOF,2
PAGE,3
ZIP5,1
TARGET_FID,1
BUSINESSNA,2
MHSPACE,2
BUILDING_T,1
FULLADDRES,2
CLASSCD4_D,2
APRDIST,2
SUBCODE,3
GEOCODE_TY,1
ADDRESS_ID,8
POSTMODIFI,2
UPDATE_DAT,1
STREETDIR,2
LAGENT,2
CITY_CODE_,1
ZONE_CODE_,1
PrimarySec,2
CODE,5
CLASSCD3_D,2
POSTAL_CIT,2
UNITS,2
DIRECTION,3
RANDOM,1
UPDATE_MET,1
ACCTTYPE,2
POSTDIRECT,1
ACRES,4
STREET_NAM,1
BORDERINGC,1
ADDRESS_NU,1
UNIT_IDENT,1
BLOCK,5
SECTION_,2
TEST,1
SQFT,4
Join_Count,1
BACODE,1
OBJECTID_4,1
BOOK,3
PARCEL_ID,1
PARCELNB_1,1
SOURCE,2
LOT,2
TAX_EXEM_1,2
SUFFIX,3
CONDOUNIT,2
PREMODIFIE,2
TAX_EXEM_2,1
POSTTYPE,1
LOT_1,2
PARCEL_ACR,1
PARCELSEQ,1
DEEDTYPE,2
DESCRIPT_1,1
OBJECTID_1,8
GEOCODE_CO,1
STREET_ID,2
ZONETYPE_O,1
ADDRESS__1,4
STATE_1,1
LEGAL,1
registrantOrganization,1
Entity ID,1
effectiveDate,1
suffix,6
masterTradenameId,1
tradenameDescription,1
tradenameForm,1
zipCode,5
address1,3
country,4
address2,3
dateAdded,1
collateralid,1
actiontypecode,2
recordstatus,2
collateraldescription,1
countyid,1
farmproductstartyear,1
farmproductflag,1
additionalcollateraldescription,1
farmproductallyears,1
actionreferenceid,2
fileid,2
actiontype,2
recordstatuscode,2
farmproductendyear,1
SWSI Previous Month,1
Report Month,3
SWSI,2
Basin,3
Change from Previous Year,2
SWSI Previous Year,2
NEP,2
Change from Previous Month,1
Report Year,3
ZONING,3
ZONINGOLD,1
Location WDID,2
Admin Scenario,2
Date Time Released,1
Bounding Structure,2
Date Time Set,2
Bounding WDID,2
Priority Structure Name,2
Priority Date,3
Priority No,4
Location Structure Name,2
Release Comments,1
Priority Admin No,2
Priority WDID,2
Set Comments,2
2011 Unsat Count,4
2011 Part Prof Count,4
2011 % Prof & Adv,4
2011 % Unsat,4
2011 % Part Prof,4
DBA,1
Jurisdiction,1
Date issued,1
License Number,3
rec_num,1
descr,1
cl_re_date,1
cityname,1
ord_num,1
notes,2
mailingAddress,4
fax,2
isParentOrganization,1
documentId,9
website,3
organizationName,2
fein,8
principalCounty,1
Centennial Blank Code,1
Greeley Blank Code,1
Aurora Blank Code,1
Longmont,1
Aurora,1
Lakewood Blank Code,1
Arvada,1
Fort Collins Blank Code,1
Denver Blank Code,2
Colorado Springs Blank Code,1
Greeley,1
Pueblo,2
Westminster Blank Code,1
naics,2
Boulder,2
Boulder Blank Code,2
Pueblo Blank Code,2
Westminster,1
Colorado Springs,1
Lakewood,1
Centennial,1
Denver,2
Longmont Blank Code,1
Thornton Blank Code,1
Fort Collins,1
Thornton,1
Arvada Blank Code,1
Measurement Date,1
Water Level Depth,1
Owner,4
Publication Name,1
Aquifers,1
Water Level Elevation,1
POR Count,1
Measurement By,1
USGS Site ID,1
stateAgency,4
stateOfficialLastName,1
reportMonth,8
stateOfficialTitle,1
stateOfficialSection,1
stateOfficialMiddleName,1
calendarYear,3
stateOfficialFirstName,1
reportDueDate,8
2010 Proficient Count,1
2010 Unsatisfactory Count,1
2010 Partially Proficient Count,1
2010 % Advanced,1
2010 % No Score,1
2010 % Partially Proficient ,1
2010 % Proficient,1
2010 % Proficient & Advanced,1
2010 No Score Count,1
2010 Advanced Count,1
2010 % Unsatisfactory,1
2010 Total Count,1
addressLine2,1
addressLine1,1
supplierName,1
licenseExpireDate,1
zipcode4,2
supplierId,1
zipcode,3
licenseStartDate,1
Date Signed,2
returnstype,1
taxexemptcode,1
created_date,2
GUID,7
MPO,4
BEGINX,4
ORIG_ENDREFPT,2
LRS_FC_NAME,2
SHAPE_Length,1
TPR,4
ENDX,4
PROJECT_ID,4
ORPHANED,2
SAPPROJECTDESCRIPTION,2
last_edited_date,2
last_edited_user,2
SAPPROJECTTYPE,2
ENDY,4
CURR_STIP,2
BEGINY,4
LRS_DATE,4
ORIG_ROUTE,2
SAPRECID,4
created_user,2
ORIG_REFPT,2
SAPLONGID,4
SAPPROJECTSTATUS,2
Peak,1
Rank,2
SW_CONTAIN,4
WEEDLISTCA,2
PRIMARY_WD,4
COMMENTS,7
ROAD_TYPE,3
SECOND_WD,4
PW_CONTAIN,4
ZONE_,6
SW_COVER,4
COLLECTOR,4
DATAFILE,3
ROW_WIDTH,4
DATE_,6
BUFF_DIST,4
PW_COVER,4
STATION,1
STREET,2
STREET_NO,1
STREET_TYP,2
PHONE,11
objectId,3
signLocationInactive,1
signMilePost,1
signLocationValidateDate,1
signCountyId,1
PositionDesc,1
signLongitude,1
signLocationDateUpdated,1
AlignmentDesc,1
signNumPosts,1
signTotalPnls,1
signDateCreated,1
signLocationInactiveDate,1
routeNumber,1
signLatitude,1
roadTypeId,1
signDirectionId,1
signPositionId,1
signOwnerId,1
signLongMile,1
signLocationGUId,3
signId,1
routeId,1
RoadTypeDesc,1
signAlignmentId,1
name1,1
feature1,1
sqmi,1
RESO_NO,1
AR_CASE_NO,1
Shape__Are,5
ZCOND,1
ANGLE,1
POLYGONID,1
JOUR_PG,1
JOUR_BK,1
ZCASE,1
SCALE,1
Shape__Len,6
ZCASE2,1
ORTHOMAPLA,1
ZTYPE,1
BCC_ACTION,1
BDYCK,1
CAICategor,2
StreetPreT,1
PlaceName,2
FullAddres,1
SubAddress,1
StreetPreD,1
AnchorName,2
StreetName,2
StreetPo_1,1
NumberSuff,1
AddressNum,1
CAICateg_1,1
StreetPost,1
FullZipCod,1
OITIndex,1
Intersecti,1
LBCSCode,1
Funding Source,2
Clearing Date,1
Amount,4
CDOT Segment,2
Expense Description,1
observationDate,1
stateMinimumWageRate,1
Condo Age,2
loc,3
Forced Air,2
Model,2
account,2
occ,2
Concrete Slab Only,2
Flooring Carpet,2
Sub Floor Only,2
Garage Built in 1st Floor,2
Design,2
Wood Deck,2
Fireplace Insert,2
Type,4
Parcel,2
Baths,2
Quality,2
Exterior Const.,2
Enclosed Porch,2
Flooring Resilient,2
Bedrooms,2
override,3
Flooring Ceramic Tile,2
Finished Basement,3
Unfinished Basement,3
Woodstove,2
Garage Spaces,2
Heat Elec Radiant,2
Year Built,3
ad,3
Garage Attached/Detached,2
Garage Common Wall/ Attached,2
Electric Baseboard,2
Garage Basement Single,2
Garage Basement Double,2
Hotwater Baseboard,2
Fireplace,2
SFLA,2
Floor Furnace,2
SFA,3
DLGNAME,1
STATUTE,1
TYPE_CATEG,1
ObjectID,2
TYPENAME,1
CD,1
DateApproved,1
Veteran,1
RaceEthnicity,1
NonProfit,1
LoanRange,1
Lender,1
BusinessName,2
NAICSCode,1
BusinessType,1
LoanAmount,1
Gender,2
JobsRetained,1
WPC,1
votingmembersgoverningbodycnt,1
formationyr,1
otherorganizationdsc,1
totalvolunteerscnt,1
activityormissiondesc,1
typeoforganizationotherind,1
totalemployeecnt,1
votingmembersindependentcnt,1
typeoforganizationtrustind,1
typeoforganizationcorpind,1
legaldomicilecountrycd,1
typeoforganizationassocind,1
legaldomicilestatecd,1
SERVICES_P,1
ZIP,10
EMAIL,3
PHOTO,3
PARKING_NO,1
DMV_OFFICE,1
ADDRESS_LI,3
HOURS,4
DMV_ID,1
ANNUALOPS_,1
NEARRECREA,1
ANNUALPASS,1
RUNWAYLENG,1
Y_COORD,2
LONG_,1
ASSOCCITY,1
RUNWAYSURF,1
ELEV,2
X_COORD,2
AIRCRAFTOP,1
AIRPORTTYP,1
LOC_ID,1
FUNC_LEVEL,1
LAT,1
AIRPORTHOU,1
NAVIGATION,1
ISNHS,1
NEARCITY,1
LIGHTING,1
RUNWAYS,1
NEARHWY,1
NEIGHBOR,1
SPECIES_CO,1
LOCATION_NAME,1
X_LONG,1
DIAMETER,1
SPECIES_BO,1
SITE_DESIGNATION,1
Y_LAT,1
INVENTORY_DATE,1
STEMS,1
LOCATION_CODE,1
SITE_ID,1
violation,1
inspectionType,1
streetName,2
inspectionDate,1
streetDirection,2
streetNumber,1
violationCode,1
inspectionScore,1
violationType,1
typeOfFacility,1
streetUnit,1
violationPoints,1
categoryOfFacility,1
facilityName,1
violationStatus,1
streetType,1
geoid10,2
POI_NAME,1
ADDRESS_LINE2,2
ADDRESS_LINE1,2
MAJOR,1
SHAPE_len,6
CO_FIPS,3
SHAPE_area,1
Colorado,1
Period,2
Subcategory2,1
U.S. Average,1
Subcategory1,1
U.S. Rank,1
Share of U.S.,1
% Free and Reduced Lunch (School Only),2
billInformation,2
billNumber,2
upwellingShortwaveLI200,1
globalTSP700Vent,1
globalTSP1,1
airmass,5
deckRelHumidity,1
peakWindSpeed42ft,1
PhotometerTWC500,1
global90NorthLI200,1
globalPSPVent,1
downwellingIRPIRVent,1
opaqueCloudCover,1
globalPSPRG780,1
globablPSP40South,1
precipitation,6
globalLI20040South,1
upwellingQuantumLI190,1
directNIP,1
deckTemp,1
directTUVR,1
deckDryBulbTemp,1
peakWindSpeed10ft,1
globalNormalCM21,1
directCH1,1
towerTemp,1
globalUVSAT,1
directCUVB2,1
global501A,1
globalLI200,1
diffuseCM22Vent,1
broadbandTurbidity,1
globalQuantumLI190,1
globalTUVR,1
zenithAngle,2
atmosNetInfraredPIR,1
diffusePSPcorr,1
globalCUVB1,1
avgWindSpeed10ft,1
towerDewPoint,1
deltaT,1
globalCUVA1,1
globalPSP90North,1
avgWindDirection22ft,1
towerWetBulbTemp,1
atmosNetInfrared,1
globalSPLite,1
globalPSP90West,1
globalUVSBT,1
netRadiationCNR1,1
globalPSP90South,1
global90SouthLI200,1
avgWindSpeed22ft,1
albedoLI200,1
totalCloudCover,1
directNIPRG780,1
peakWindSpeed22ft,1
globalMS210W,1
azimuthAngle,2
precipitationAccumulated,2
albedoPSP,1
global90WestLI200,1
upwellingIRPIR,1
netRadiationEppley,1
seaLevelPressure,1
globalPSP90East,1
upwellingShortwavePSP,1
upwellingShortwaveCM3,1
towerRelHumidity,1
verticalWindShear,1
albedo,1
avgWindSpeed42ft,1
downwellingIRCG4Vent,1
globalCM6b,1
globalPSP,1
directCUVA2,1
globalUVB1,1
downwellingIRCG3,1
stationPressure,2
towerWindChill,1
avgWindDirection42ft,1
albedoQuantumLI190,1
diffuse848Vent,1
towerDryBulbTemp,1
diffusePSPVent,1
globalCM3,1
upweallingIRCG3,1
communicationType,1
OCC_HU,13
MCAR_CARPO,13
MV150K_200,13
MPT_OTHER,13
MLABORFORC,4
R400T599,13
MVAC_HU,13
MHHLDRALON,13
V200K_250K,13
MUNDERGRAD,13
HHI_L20K,4
MPUNI_L18,4
OWNED,13
FRM_ABROAD,13
AGE_60_69,13
MAGE_50_59,13
POP16_PLS,4
MED_HM_VAL,13
MR600T799,13
MHHI75_100,4
MCIV_NI_P,4
MHHI60_75,4
MPUNI_65PL,4
CAR_ALL,13
MRNOCSHR,13
T_LESS_10,13
V250K_300K,13
MAVGHHSIZE,13
MOWN_OCC_H,13
B2000_2009,4
MV_L_50K,13
ALAND,13
MWRKRS_16P,13
MRENTED,13
SAME_HOUSE,13
MCITZ_BIRT,13
PUNI_L18,4
MV400K_500,13
N_ENROLLED,13
MAGELESS10,13
MT_60_PL,13
HHI100_125,4
MAGE_70_79,13
MV50K_100K,13
MCAR_ALONE,13
WALK,13
AGE45_64,13
MARMEDFRCS,4
RNT_OCC_HU,13
MBRN_OTH_S,13
MED_G_RENT,13
BORN_IN_CO,13
PUNI_65PL,4
MMALE,13
V100K_150K,13
MPOP_1P,13
LABORFORCE,4
MCIV_NI_PO,4
BLT_2010_P,4
CITZ_NAT,13
MAGE_30_39,13
GR_9_12,13
MHOUSEHOLD,13
GR_1_4,13
MBACHL_HGH,13
GR_5_8,13
MHHI20_30,4
ARMEDFRCS,4
B1980_1989,13
MT_10_19,13
MT_LESS_10,13
MAGE_20_29,13
MOWNED,13
MTR_OTHER,13
UNEMP,4
PS_BEL150,4
MV_1M_PLUS,13
MWALK,13
HHI30_40,4
MWHITE_NH,13
HHI150_200,4
MTFCC,12
MBIKE,13
MGR_5_8,13
NOT_CITZ,13
MEMP,4
MV200K_250,13
MR1500T199,13
MV250K_300,13
